,Name,SafetyGrade,ZIP,Latitude,Longitude,Distance,Address
1533,UNM Sandoval Regional Medical Center,C,87144,35.3087025,-106.6799251,7153.9958440172,"3001 Broadmoor Blvd NE, Rio Rancho, NM 87144"
1534,Los Alamos Medical Center,D,87544,35.8817114,-106.318968,7127.2859783901,"3917 West Road, Los Alamos, NM 87544-2293"
1535,MountainView Regional Medical Center,D,88011,32.3230999,-106.729,7190.7490536188,"4311 East Lohman Avenue, Las Cruces, NM 88011"
1536,Plains Regional Medical Center,D,88101,34.4211836,-103.2335859,6970.1448590452,"2100 North Martin Luther King Jr. Blvd, Clovis, NM 88101"
1537,San Juan Regional Medical Center,D,87401,36.723947,-108.2168525,7220.675507693,"801 West Maple Street, Farmington, NM 87401-5630"
1538,University of New Mexico Hospital,D,87106,35.0876417,-106.6180439,7153.1473212733,"2211 LOMAS BOULEVARD NE, Albuquerque, NM 87106"
1539,Alta Vista Regional Hospital,G,87701,35.6186896,-105.2195949,7069.4236081095,"104 Legion Drive, Las Vegas, NM 87701"
1540,Hobbs Hospital,G,88240,32.762286,-103.1849383,6982.1282066406,"5419 North Lovington Highway, Hobbs, NM 88240-9125"
1541,Desert Springs Hospital Medical Center,A,89119,36.113634,-115.125727,7604.1036044964,"2075 E. Flamingo Road, Las Vegas, NV 89119"
1542,Henderson Hospital,A,89011,36.0728432,-115.0304734,7599.7259463159,"1050 West Galleria Drive, Henderson, NV 89011"
1543,Northern Nevada Medical Center,A,89434,39.5409915,-119.6973149,7769.9161358209,"2375 E. Prater Way, Sparks, NV 89434-9665"
1544,Saint Mary's Regional Medical Center,A,89503,39.530658,-119.820671,7776.3368539201,"235 W. Sixth Street, Reno, NV 89503"
1545,MountainView Hospital,B,89128,36.2156427,-115.2489061,7608.8393728871,"3100 N. Tenaya Way, Las Vegas, NV 89128-0436"
1546,North Vista Hospital,B,89030,36.1949971,-115.1226674,7602.4401876467,"1409 E. Lake Mead Boulevard, North Las Vegas, NV 89030-7197"
1547,Renown South Meadows Medical Center,B,89521,39.4362489,-119.759985,7775.5271680831,"10101 Double R Boulevard, Reno, NV 89521"
1548,Spring Valley Hospital Medical Center,B,89118,36.090561,-115.240581,7610.7079158985,"5400 S. Rainbow Boulevard, Las Vegas, NV 89118"
1549,Summerlin Hospital Medical Center,B,89144,36.1658609,-115.3243569,7613.8158997481,"657 Town Center Drive, Las Vegas, NV 89144"
1550,Valley Hospital Medical Center,B,89106,36.1632941,-115.1665557,7605.3837438924,"620 Shadow Lane, Las Vegas, NV 89106-4119"
1551,Carson Tahoe Regional Medical Center,C,89703,39.202472,-119.784465,7782.2615268932,"1600 Medical Parkway, Carson City, NV 89703"
1552,Centennial Hills Hospital Medical Center,C,89149,36.2858824,-115.2877175,7609.6175615917,"6900 N. Durango Drive, Las Vegas, NV 89149"
1553,Northeastern Nevada Regional Hospital,C,89801,40.8227325,-115.7310104,7543.2351387911,"2001 Errecart Boulevard, Elko, NV 89801-3499"
1554,Renown Regional Medical Center,C,89502,39.5245608,-119.796019,7775.2469305964,"1155 Mill Street, Reno, NV 89502"
1555,Southern Hills Hospital and Medical Center,C,89148,36.072163,-115.295384,7613.9966130991,"9300 W. Sunset Road, Las Vegas, NV 89148"
1556,St. Rose Dominican Hospitals - San Martin Campus,C,89113,36.0556467,-115.271785,7613.0324988111,"8280 W. Warm Springs Road, Las Vegas, NV 89113"
1557,St. Rose Dominican Hospitals - Siena Campus,C,89052,36.0052736,-115.1161797,7605.5813755208,"3001 St. Rose Parkway, Henderson, NV 89052"
1558,Sunrise Hospital and Medical Center,C,89109,36.1332139,-115.1362849,7604.3109301226,"3186 S. Maryland Parkway, Las Vegas, NV 89109-2306"
1559,University Medical Center of Southern Nevada,C,89102,36.1597177,-115.1657104,7605.4043201215,"1800 W. Charleston Blvd, Las Vegas, NV 89102-2329"
1560,Aurelia Osborn Fox Memorial Hospital,A,13820,42.4579573,-75.0523319,5460.1677525852,"1 Norton Avenue, Oneonta, NY 13820-2629"
1561,Catholic Health System - Kenmore Mercy Hospital,A,14217,42.9775259,-78.8803489,5657.678741618,"2950 Elmwood Avenue, Kenmore, NY 14217-1390"
1562,Catholic Health System - Sisters of Charity Hospital,A,14214,42.928547,-78.8486213,5655.6387445123,"2157 Main Street, Buffalo, NY 14214-2692"
1563,Guthrie Corning Hospital,A,14830,42.1353684,-76.9701917,5553.1406454347,"One Guthrie Drive, Corning, NY 14830-2899"
1564,Lenox Hill Hospital,A,10075,40.7738805,-73.9607736,5383.6575939383,"100 E. 77th Street, New York, NY 10075-1850"
1565,Mather Hospital,A,11777,40.9399881,-73.0548336,5339.3630672769,"75 N. Country Road, Port Jefferson, NY 11777-2190"
1566,North Shore University Hospital,A,11030,40.7776457,-73.7016783,5370.386847487,"300 Community Drive, Manhasset, NY 11030-3816"
1567,Northern Dutchess Hospital,A,12572,41.935072,-73.912876,5396.2110308111,"6511 Springbrook Avenue, Rhinebeck, NY 12572-5002"
1568,NYC Health and Hospitals Queens,A,11432,40.7171446,-73.8034879,5374.8407978203,"82-68 164th Street, Jamaica, NY 11432-1104"
1569,NYC Health Hospitals - Metropolitan,A,10029,40.7852248,-73.944981,5382.9902959301,"1901 First Avenue, New York, NY 10029-7404"
1570,NYU Langone Hospital - Brooklyn,A,11220,40.6467581,-74.0215371,5385.1700271077,"150 55th Street, Brooklyn, NY 11220-2559"
1571,NYU Langone Hospitals,A,10016,40.7420697,-73.9743355,5383.9499184513,"550 First Avenue, New York, NY 10016-6402"
1572,NYU Langone Hospital—Long Island,A,11501,40.7406912,-73.6430978,5366.8961128287,"259 First Street, Mineola, NY 11501-3957"
1573,Putnam Hospital,A,10512,41.3832085,-73.6637171,5376.3489723484,"670 Stoneleigh Avenue, Carmel, NY 10512-3997"
1574,St. Anthony Community Hospital,A,10990,41.2613522,-74.3573313,5410.1459053239,"15 Maple Avenue, Warwick, NY 10990-1028"
1575,St. Francis Hospital & Heart Center,A,11576,40.8041393,-73.6704563,5369.1265217097,"100 Port Washington Boulevard, Roslyn, NY 11576-1347"
1576,The Mount Sinai Hospital,A,10029,40.7899899,-73.9536909,5383.4988860958,"1 Gustave L. Levy Place, New York, NY 10029-6574"
1577,UPMC Chautauqua,A,14701,42.0912231,-79.2318984,5667.4877573267,"207 Foote Avenue, Jamestown, NY 14701"
1578,White Plains Hospital,A,10601,41.0258774,-73.7696654,5377.0920424705,"41 East Post Road, White Plains, NY 10601-4699"
1579,Auburn Community Hospital,B,13021,42.941359,-76.564744,5541.4999696972,"17 Lansing Street, Auburn, NY 13021-1943"
1580,Bon Secours Community Hospital,B,12771,41.3676804,-74.6818202,5428.0313836914,"160 E. Main Street, Port Jervis, NY 12771-2245"
1581,Catholic Health System - Mercy Hospital of Buffalo,B,14220,42.8475501,-78.8125785,5653.0851759098,"565 Abbott Road, Buffalo, NY 14220-2095"
1582,Crouse Hospital,B,13210,43.04134,-76.138814,5521.3925504715,"736 Irving Avenue, Syracuse, NY 13210-1690"
1583,Garnet Health Medical Center,B,10940,41.4419177,-74.3680944,5412.9633769483,"707 East Main Street, Middletown, NY 10940-2650"
1584,Huntington Hospital,B,11743,40.879463,-73.4162149,5357.0661722272,"270 Park Avenue, Huntington, NY 11743-2799"
1585,Mount Sinai West,B,10019,40.7695024,-73.9864118,5384.9202990112,"1000 Tenth Avenue, New York, NY 10019"
1586,South Shore University Hospital,B,11706,40.725733,-73.24166,5346.0673666543,"301 E. Main Street, Bay Shore, NY 11706-8458"
1587,St Peter's Hospital,B,12208,42.6558325,-73.8037182,5400.255550623,"315 S. Manning Boulevard, Albany, NY 12208-1789"
1588,St. Charles Hospital,B,11777,40.9459547,-73.0606034,5339.7390552766,"200 Belle Terre Road, Port Jefferson, NY 11777-1928"
1589,St. Joseph Hospital,B,11714,40.7271064,-73.478876,5358.2762451615,"4295 Hempstead Turnpike, Bethpage, NY 11714-5769"
1590,St. Joseph's Hospital Health Center,B,13203,43.055666,-76.1498088,5522.1043027079,"301 Prospect Avenue, Syracuse, NY 13203-1807"
1591,Syosset Hospital,B,11791,40.8110125,-73.5087055,5360.9099994507,"221 Jericho Turnpike, Syosset, NY 11791-4567"
1592,The Brooklyn Hospital Center,B,11201,40.6907748,-73.977964,5383.4840997125,"121 DeKalb Avenue, Brooklyn, NY 11201-5425"
1593,Unity Hospital,B,14626,43.1917686,-77.7036566,5600.9648259039,"1555 Long Pond Road, Rochester, NY 14626-4182"
1594,Wyoming County Community Hospital,B,14569,42.754247,-78.1306819,5617.9604579664,"400 N. Main Street, Warsaw, NY 14569-1025"
1595,Adirondack Medical Center - Saranac Lake,C,12983,44.3455195,-74.1434669,5439.6008138495,"2233 State Route 86, Saranac Lake, NY 12983"
1596,Alice Hyde Medical Center,C,12953,44.8568536,-74.2919853,5453.6440570443,"133 Park Street, Malone, NY 12953-0729"
1597,Arnot Ogden Medical Center,C,14905,42.1002843,-76.8282008,5545.5770441657,"600 Roe Avenue, Elmira, NY 14905-1629"
1598,BMHMC DBA LI COMMUNITY HOSPITAL,C,11772,40.78,-72.9776276,5333.2411793674,"101 Hospital Road, Patchogue, NY 11772-4897"
1599,Brooks Memorial Hospital,C,14048,42.4800478,-79.3344978,5676.0832065241,"529 Central Avenue, Dunkirk, NY 14048-2599"
1600,Buffalo General Medical Center,C,14203,42.900795,-78.865657,5656.2382163635,"100 High Street, Buffalo, NY 14203"
1601,Canton-Potsdam Hospital,C,13676,44.67677,-74.9823739,5484.5290091819,"50 Leroy Street, Potsdam, NY 13676-1799"
1602,Catholic Health System - Mount St. Mary's Hospital,C,14092,43.1542625,-79.0323326,5666.8959468899,"5300 Military Road, Lewiston, NY 14092-1903"
1603,Cayuga Medical Center,C,14850,42.4713648,-76.5375129,5534.9365792956,"101 Dates Drive, Ithaca, NY 14850-1342"
1604,Champlain Valley Physicians Hospital,C,12901,44.7002883,-73.470092,5411.988948743,"75 Beekman Street, Plattsburgh, NY 12901-1438"
1605,Clifton Springs Hospital and Clinic,C,14432,42.9601279,-77.1366832,5570.2669620113,"2 Coulter Road, Clifton Springs, NY 14432-1189"
1606,Columbia Memorial Hospital,C,12534,42.245949,-73.778547,5393.5440003907,"71 Prospect Avenue, Hudson, NY 12534-2907"
1607,Erie County Medical Center,C,14215,42.9254225,-78.8313324,5654.7431554176,"462 Grider Street, Buffalo, NY 14215-3098"
1608,F.F. Thompson Hospital,C,14424,42.8761559,-77.2890701,5577.0006309729,"350 Parrish Street, Canandaigua, NY 14424-1731"
1609,Garnet Health Medical Center-Catskills,C,12742,41.7093868,-74.7372731,5435.0644603292,"68 Harris Bushville Road, Harris, NY 12742-0800"
1610,Geneva General Hospital,C,14456,42.876489,-76.9883041,5561.956643843,"196 North Street, Geneva, NY 14456-1694"
1611,Glen Cove Hospital,C,11542,40.8707547,-73.6223515,5367.5243814856,"101 St. Andrews Lane, Glen Cove, NY 11542-2254"
1612,Glens Falls Hospital,C,12801,43.306992,-73.646595,5401.2487777847,"100 Park Street, Glens Falls, NY 12801"
1613,Good Samaritan Hospital,C,10901,41.1109348,-74.1350066,5396.8824374853,"255 Lafayette Avenue, Suffern, NY 10901-4869"
1614,Guthrie Cortland Medical Center,C,13045,42.608842,-76.187635,5518.8981881699,"134 Homer Avenue, Cortland, NY 13045-1206"
1615,Highland Hospital,C,14620,43.1353028,-77.605827,5595.5114406685,"1000 South Avenue, Rochester, NY 14620-2733"
1616,Jamaica Hospital Medical Center,C,11418,40.7004297,-73.8162599,5375.2831555193,"8900 Van Wyck Expressway, Jamaica, NY 11418-2832"
1617,Jones Memorial Hospital,C,14895,42.122418,-77.950559,5602.6921263087,"191 N. Main Street, Wellsville, NY 14895-1197"
1618,Long Island Jewish Forest Hills,C,11375,40.728603,-73.8513078,5377.4482441888,"102-01 66th Road, Forest Hills, NY 11375-2029"
1619,Long Island Jewish Medical Center,C,11040,40.7530291,-73.7071215,5370.3477358881,"270-05 76th Avenue, New Hyde Park, NY 11040-1496"
1620,Long Island Jewish Valley Stream,C,11580,40.6813805,-73.6862353,5368.3456533226,"900 Franklin Avenue, Valley Stream, NY 11580-2190"
1621,Massena Hospital,C,13662,44.9357877,-74.9073625,5484.2491904716,"1 Hospital Drive, Massena, NY 13662-1097"
1622,Millard Fillmore Suburban Hospital,C,14221,42.993298,-78.72996,5650.2918940734,"1540 Maple Road, Williamsville, NY 14221"
1623,Montefiore Nyack Hospital,C,10960,41.0958884,-73.9262564,5386.0098614895,"160 N. Midland Avenue, Nyack, NY 10960-1998"
1624,Montefiore St. Luke's Cornwall,C,12550,41.5034886,-74.0145699,5395.7599168124,"70 Dubois Street, Newburgh, NY 12550-4851"
1625,Mount Sinai Morningside,C,10025,40.8056323,-73.961287,5384.088907917,"1111 Amsterdam Avenue, New York, NY 10025-1716"
1626,Mount Sinai Queens,C,11102,40.7682454,-73.9248465,5381.7381920108,"25-10 30th Avenue, Long Island City, NY 11102-2448"
1627,Mt. Sinai South Nassau,C,11572,40.6512461,-73.6310463,5365.1140787449,"1 Healthy Way, Oceanside, NY 11572-1551"
1628,Nathan Littauer Hospital,C,12078,43.069516,-74.330007,5431.8675588103,"99 E. State Street, Gloversville, NY 12078-1203"
1629,New York - Presbyterian Brooklyn Methodist Hospital,C,11215,40.6678105,-73.9790167,5383.2464158537,"506 Sixth Street, Brooklyn, NY 11215-3609"
1630,New York-Presbyterian Queens,C,11355,40.7472427,-73.8261179,5376.3918387886,"56-45 Main Street, Flushing, NY 11355-5000"
1631,New York-Presbyterian Hudson Valley Hospital,C,10567,41.2926299,-73.892642,5386.8300112545,"1980 Crompond Road, Cortlandt Manor, NY 10567-4182"
1632,New York-Presbyterian Lawrence Hospital,C,10708,40.9423771,-73.8369057,5379.4574419468,"55 Palmer Avenue, Bronxville, NY 10708-3403"
1633,"New York-Presbyterian, Lower Manhattan Hospital",C,10038,40.7103592,-74.005103,5385.1302052898,"170 William Street, New York, NY 10038-2649"
1634,New York-Presbyterian/Weill Cornell Medical Center,C,10065,40.7643007,-73.9542797,5383.2014903462,"525 E 68th St, New York, NY 10065-4870"
1635,Newark-Wayne Community Hospital,C,14513,43.0597283,-77.1022436,5569.6083856501,"1200 Driving Park Avenue, Newark, NY 14513"
1636,NewYork-Presbyterian Allen Hospital,C,10034,40.8732683,-73.9129703,5382.4717086487,"5141 Broadway, New York, NY 10034"
1637,NewYork-Presbyterian/Columbia University Irving Medical Center,C,10032,40.8410971,-73.9411973,5383.5095136753,"630 W. 168th St., New York, NY 10032"
1638,Niagara Falls Memorial Medical Center,C,14302,43.0935454,-79.0496262,5667.2100038865,"621 10th Street, Niagara Falls, NY 14302-0708"
1639,NYC Health and Hospitals - Jacobi,C,10462,40.8550347,-73.8442026,5378.7070744022,"1400 Pelham Parkway South, Bronx, NY 10462-1197"
1640,NYC Health and Hospitals - Lincoln,C,10451,40.817374,-73.9240962,5382.3276363697,"234 E 149th St, Bronx, NY 10451"
1641,NYC Health and Hospitals Bellevue,C,10016,40.739217,-73.9754976,5383.9733975632,"462 First Avenue, New York, NY 10016-9198"
1642,NYC Health and Hospitals Elmhurst,C,11373,40.7451045,-73.8856495,5379.4263125579,"79-01 Broadway, Elmhurst, NY 11373-1329"
1643,NYC Health and Hospitals Kings County,C,11203,40.656571,-73.9462238,5381.4141804622,"451 Clarkson Avenue, Brooklyn, NY 11203-2097"
1644,NYC Health and Hospitals North Central Bronx,C,10467,40.8805358,-73.8811176,5380.9298592433,"3424 Kossuth Avenue, Bronx, NY 10467-2489"
1645,NYC Health and Hospitals Woodhull,C,11206,40.6995274,-73.9424207,5381.7655183104,"760 Broadway, Brooklyn, NY 11206-5383"
1646,Olean General Hospital,C,14760,42.0917698,-78.4283544,5626.6513893868,"515 Main Street, Olean, NY 14760-1513"
1647,Oneida Health Hospital,C,13421,43.0778891,-75.6541305,5497.7048562654,"321 Genesee Street, Oneida, NY 13421-2611"
1648,Oswego Hospital,C,13126,43.4549089,-76.5164511,5544.8359413769,"110 W. 6th Street, Oswego, NY 13126-9985"
1649,Peconic Bay Medical Center,C,11901,40.9349753,-72.6741857,5319.8210171681,"1 Heroes Way, Riverhead, NY 11901-2031"
1650,Phelps Hospital,C,10591,41.1087955,-73.8633419,5382.9581743989,"701 N. Broadway, Sleepy Hollow, NY 10591-1020"
1651,Plainview Hospital,C,11803,40.7750042,-73.4785968,5358.8909667088,"888 Old Country Road, Plainview, NY 11803-4978"
1652,Richmond University Medical Center,C,10310,40.6357924,-74.105962,5389.3829165588,"355 Bard Avenue, Staten Island, NY 10310-1664"
1653,Rochester General Hospital,C,14621,43.1927271,-77.5867981,5595.1534386,"1425 Portland Avenue, Rochester, NY 14621-3099"
1654,Rome Memorial Hospital,C,13440,43.2289604,-75.4442223,5489.0972535098,"1500 N. James Street, Rome, NY 13440-2844"
1655,Samaritan Hospital - Albany Memorial Campus,C,12204,42.674078,-73.7484973,5397.7470101747,"600 Northern Boulevard, Albany, NY 12204-1083"
1656,Samaritan Hospital - Main Campus,C,12180,42.733937,-73.6719199,5394.7372209306,"2215 Burdett Avenue, Troy, NY 12180-2475"
1657,Samaritan Medical Center,C,13601,43.965183,-75.9141549,5521.0726998432,"830 Washington Street, Watertown, NY 13601-4034"
1658,Saratoga Hospital,C,12866,43.085861,-73.7970912,5405.6873295955,"211 Church Street, Saratoga Springs, NY 12866-1003"
1659,Southampton Hospital,C,11968,40.885121,-72.380301,5304.0967162969,"240 Meeting House Lane, Southampton, NY 11968-5090"
1660,St Joseph's Hospital,C,14901,42.09213,-76.79721,5543.9200863138,"555 St. Joseph's Boulevard, Elmira, NY 14901-3223"
1661,St. Barnabas Hospital,C,10457,40.852106,-73.891457,5381.09585685,"4422 Third Avenue, Bronx, NY 10457"
1662,St. Catherine of Siena Hospital,C,11787,40.8682991,-73.2230452,5347.014670147,"50 Route 25A, Smithtown, NY 11787-1348"
1663,St. John's Episcopal Hospital,C,11691,40.5986896,-73.7532385,5370.7289736466,"327 Beach 19th Street, Far Rockaway, NY 11691-4423"
1664,St. John's Riverside Hospital - Andrus Pavilion,C,10701,40.968914,-73.886051,5382.3184835882,"967 N. Broadway, Yonkers, NY 10701-1399"
1665,St. John's Riverside Hospital - Dobbs Ferry Pavilion,C,10522,41.01414,-73.862143,5381.6757431491,"128 Ashford Avenue, Dobbs Ferry, NY 10522"
1666,St. John's Riverside Hospital - ParkCare Pavilion,C,10703,40.939567,-73.8922404,5382.2586371047,"2 Park Ave, Yonkers, NY 10703"
1667,St. Joseph's Medical Center of Yonkers,C,10701,40.9292927,-73.897861,5382.4149453339,"127 S. Broadway, Yonkers, NY 10701-4006"
1668,Stony Brook University Hospital,C,11794,40.909791,-73.1161755,5342.0959482896,"Health Science Center, SUNY, Stony Brook, NY 11794"
1669,Strong Memorial Hospital,C,14642,43.1228239,-77.6252806,5596.3534904161,"601 Elmwood Avenue, Rochester, NY 14642-0002"
1670,UHS Chenango Memorial Hospital,C,13815,42.54123,-75.525772,5484.9183542852,"179 N. Broad Street, Norwich, NY 13815-1097"
1671,UHS Wilson Medical Center,C,13790,42.1142391,-75.9583893,5501.7234261507,"33-57 Harrison St., Johnson City, NY 13790-2107"
1672,United Memorial Medical Center,C,14020,43.005844,-78.176699,5622.7229926061,"127 North Street, Batavia, NY 14020-2260"
1673,Upstate University Hospital - Community Campus,C,13215,43.0082059,-76.1675802,5522.4456956176,"4900 Broad Road, Syracuse, NY 13215-2293"
1674,Vassar Brothers Medical Center,C,12601,41.6940604,-73.9349423,5394.1849701059,"45 Reade Place, Poughkeepsie, NY 12601-3947"
1675,Wyckoff Heights Medical Center,C,11237,40.704168,-73.917684,5380.5513265594,"374 Stockholm Street, Brooklyn, NY 11237-4099"
1676,Albany Medical Center,D,12208,42.6534119,-73.7764248,5398.8625345655,"43 New Scotland Avenue, Albany, NY 12208-3478"
1677,Bassett Medical Center,D,13326,42.695987,-74.923303,5456.6447667978,"1 Atwell Road, Cooperstown, NY 13326"
1678,BronxCare Health System,D,10457,40.843481,-73.91105,5381.9915433139,"1650 Grand Concourse, Bronx, NY 10457"
1679,Brookdale Hospital Medical Center,D,11212,40.6551816,-73.9125557,5379.6620711992,"1 Brookdale Plaza, Brooklyn, NY 11212-3139"
1680,Claxton-Hepburn Medical Center,D,13669,44.691587,-75.499781,5509.7065751077,"214 King Street, Ogdensburg, NY 13669-1142"
